date,theme,stock,price,chg,volume,value_mil,reason
2026-06-16,보안주(물리),벨로크,"2,255",+2.50%,130574,281,"벨로크
												보안솔루션 공급 및 구축, 유지보수를 바탕으로 한 보안서비스 제공, 보안상품 판매 및 유통사업을 영위. 주요 제품으로는 포트 취약점 분석 시스템(B-SOP), 정보보안 규정관리 시스템(B-CMS), 지능형 영상 감시 시스템(i-object 솔루션), 방화벽 정책 통합관리 솔루션(FOCS), 보안솔루션·보안서비스 운용 상품 등이 있음."
2026-06-16,보안주(물리),슈프리마,"46,100",+2.44%,45735,2106,"슈프리마
												슈프리마에이치큐로부터 인적분할하여 신규 설립된 업체로 통합보안 시스템(Integrated security system) 사업과 바이오인식 솔루션(Biometric Solution) 사업을 영위. 통합보안 시스템 사업은 얼굴, 지문 등 바이오인식 기술, 모바일, RF 등 비접촉 기술에 기반한 출입보안 및 근태관리시스템을 공급."
2026-06-16,보안주(물리),지슨,"1,023",+1.99%,60782,61,"지슨
												국내 최고의 전파분석 기술을 보유한 무선보안솔루션 업체. 주요 제품으로는 스마트 무선도청 상시 방어 시스템(Alpha-I), 상시형 무선도청 탐지 시스템(Alpha-S), 이동형 전파 탐지기(Alpha-P), 무선백도어 해킹 탐지 시스템(Alpha-H), 상시형 불법촬영 탐지 시스템(Alpha-C) 등이 있음."
2026-06-16,보안주(물리),카티스,"2,295",+1.10%,102273,233,"카티스
												공간인지 보안플랫폼 전문업체. 주요 제품으로는 산업인프라 보안플랫폼(AxiLog Platform, Detection System), 경계선침입탐지(PIDS)시스템(Intelligence Hybrid System(IHS)) 등이 있음."
2026-06-16,보안주(물리),트루엔,"6,500",+0.78%,13520,86,"트루엔
												디지털 영상감시시스템 및 IoT 사업 영위 업체. 주요 제품으로는 IP 카메라(고배율/고해상도 엣지AI IP CAMERA, AI Smart-shot객체분석, AI 행동분석 외), 영상 스트리밍 솔루션(Video Encoder, Video Decoder 등), IoT 기기(홈 카메라, 비디오 도어벨, 클라우드서비스, 스마트 플러그, 스마트 리모컨) 등이 있음."
2026-06-16,보안주(물리),앤씨앤,"2,960",+0.68%,26113,76,"앤씨앤
												CCTV 카메라와 DVR과 같은 영상보안기기에 부품으로 들어가는 영상처리 핵심 반도체 사업을 영위. 영상보안 산업에서 반드시 필요로 하는 카메라에서 핵심 기능을 수행하는 영상처리 반도체를 제공하는 팹리스 업체임."
2026-06-16,보안주(물리),인콘,"1,285",+0.63%,74485,94,"인콘
												영상감시보안 장치인 DVR(Digital Video Recorder) 등 영상보안장비(Recorder/Camera/SW 등) 및 영상보안솔루션(통합관제센터구축 등) 등을 제공하는 업체."
2026-06-16,보안주(물리),피제이전자,"5,050",-0.20%,33108,167,"피제이전자
												전자제품 및 부품 생산업체로 생산전문서비스(EMS) 분야에서 독보적인 지위를 유지. 의료기기, 보안기기, GPS모듈 등 다양한 전자 제품을 원자재 구매부터 완제품 생산까지 모든 사항을 위탁 가공하는 사업을 영위."
2026-06-16,보안주(물리),싸이버원,"2,600",-0.38%,27089,70,"싸이버원
												보안관제 및 보안컨설팅 전문 업체. 정보보안 관련 서비스 사업을 영위하고 있으며, 그 중 보안관제 및 보안 컨설팅을 주력 사업으로 영위. 물리보안 영역인 스마트시스템으로 사업영역을 확장하여 스마트카드/RFID 기반의 사물인식 기술을 영상/센서/출입통제 등 물리보안과 통합하여 새로운 융합보안 서비스 개발."
2026-06-16,보안주(물리),이노뎁,"3,090",-0.96%,13271,41,"이노뎁
												객체 인식기술을 기반으로 각종 산업에서 요구되는 데이터처리 솔루션을 연구 개발하는 회사. 영상감시장치에서 수집된 다양한 영상정보(사고 및 범죄, 물류 이동경로 및 통행량 분석 데이터 등)를 인공지능 기술을 통하여 관제시스템에 구현, 수요자가 효과적으로 활용할 수 있도록 하는 사업을 주력으로 영위."
2026-06-16,보안주(물리),포커스에이아이,"1,883",-1.26%,13189,24,"포커스에이아이
												'AI(Artificial Intelligence)' 기반의 물리보안 및 관제 솔루션 기업. 영상보안제품에 AI 기술이 적용된 'AI 카메라(CCTV)', '영상저장장치(NVR, DVR)', 차량, 중장비 등 모빌리티(Mobility), 스마트 팩토리(Smart factory) 안전 및 관제 서비스 솔루션, 스마트 주차관제 및 출입통제 플랫폼, IoT 기반 관제 플랫폼(무인매장) 등을 개발 및 판매."
2026-06-16,보안주(물리),픽셀플러스,"4,635",-1.59%,4172,19,"픽셀플러스
												CMOS Image Sensor 및 Image Processing IC를 전문으로 연구개발하는 반도체설계 전문기업. 주요 제품은 자동차 카메라용 CIS 및 주변 부품, 보안 카메라용 CIS 및 주변 부품,  특수 목적용 CIS 및 Camera SoC(System On Chip) 등."
2026-06-16,보안주(물리),이랜시스,"5,490",-1.79%,230455,1278,"이랜시스
												보안 솔루션 제품(디지털 도어록 및 각종 잠금장치)의 핵심부품를 자체 설계하여 표준으로 정한 품질시스템에 따라 제품을 생산, 판매."
2026-06-16,보안주(물리),아이디스,"15,050",-2.02%,8321,126,"아이디스
												영상보안 전문기업. CCTV 카메라와 CCTV 카메라가 촬영한 영상을 저장하는 디지털 영상 저장 장치인 DVR(Digital Video Recorder) 및 NVR(Network Video Recorder), 영상정보운영 소프트웨어인 VMS을 전문적으로 개발/생산/판매중."
2026-06-16,보안주(물리),한화비전,"71,500",-2.19%,307751,22308,"한화비전
												25년1월 시큐리티사업(CCTV, 카메라모듈, 저장장치 등)을 영위하는 한화비전(舊. 한화테크윈)을 흡수합병. 세계 최고 수준의 Zoom 배율을 구현하는 광학/렌즈 기술 및 영상처리 기술, 지능형 영상 분석 기능을 탑재한 SoC(System on Chip)를 자체 개발."
2026-06-16,보안주(물리),현대에이치티,"9,660",-5.57%,97405,956,"현대에이치티
												SK하이닉스(구 하이닉스)에서 분사해 설립된 업체로 스마트홈시스템 사업 등을 영위. Smart Home, 디지털도어락, 무인경비시스템, 주방TV, CCTV류 등을 생산하고 있으며, 특히 국내 최초 무인전자 경비 시스템 개발과 디지털 도어락(Digital Door Lock)의 시장 도입 등으로 다양한 서비스와 보안, 유지보수, IoT 서비스등을 제공."
2026-06-16,보안주(물리),슈프리마에이치큐,"10,250",-5.62%,30576,319,"슈프리마에이치큐
												바이오인식 기술을 이용한 보안시스템 ODM사업을 영위하는 업체. 바이오인식기술이 필요시되는 출입보안, 근태관리와 관련된 시스템 및 제품을 제조 및 판매."
2026-06-16,NFT(대체불가토큰),핑거,"15,000",+3.88%,61708,914,"핑거
												NFT 발행전용 솔루션 개발. 한국인터넷진흥원(KISA)가 주관한 블록체인기반 특허 NFT 거래 플랫폼 구축."
2026-06-16,NFT(대체불가토큰),폴라리스오피스,"3,280",+1.86%,624679,2028,"폴라리스오피스
												자회사인 폴라리스쉐어테크를 통해 NFT 등을 활용한 사업을 추진중."
2026-06-16,NFT(대체불가토큰),삼성전자,"343,000",+1.78%,16694918,5677739,"삼성전자
												삼성전자 투자 전문회사 삼성넥스트, 미국의 NFT 거래 플랫폼 업체 '슈퍼레어(SuperRare)'가 모집한 900만 달러(약 102억원) 규모의 시리즈A 펀딩에 투자자로 참여. 삼성넥스트는 NFT 게임 개발사 대퍼랩스, 블록체인·NFT 개발기업 알케미, NFT 기반 소셜 미디어 플랫폼 니프티스에도 투자. 동사가 지분 16.3% 보유중인 삼성벤처투자, 21년7월 홍콩 NFT 블록체인 게임업체 애니모카브랜드에 투자."
2026-06-16,NFT(대체불가토큰),미투온,"2,355",+1.29%,132847,311,"미투온
												22년7월 그룹사의 첫 NFTㆍP2E 게임인 포켓 배틀스 NFT War(Pocket Battles NFT War)를 출시. 23 4월 그라비티 네오싸이언과 공동으로 개발하고 동사가 퍼블리싱하는 모바일 게임이자 그룹사의 두 번째 NFTㆍP2E 게임인 '엑스 히어로즈 NFT War(X Heroes NFT War)'를 출시."
2026-06-16,NFT(대체불가토큰),갤럭시아머니트리,"6,310",+1.12%,108876,683,"갤럭시아머니트리
												종속회사 갤럭시아메타버스, 큐레이션 기반 NFT 마켓 플랫폼 '메타갤럭시아(www.metagalaxia.com)'를 운영중."
2026-06-16,NFT(대체불가토큰),서울옥션,"5,090",+0.59%,37681,190,"서울옥션
												21년6월 계열사 서울옥션블루, NFT 콘텐츠 개발과 유통을 위한 기술적 체제 마련을 위해 블록체인 선두업체인 두나무와 NFT 콘텐츠 발굴 및 확보, 블록체인 기반 기술 제공, NFT 공동 사업 추진 등에서 적극 협력하기로 업무 협약 체결."
2026-06-16,NFT(대체불가토큰),갤럭시아에스엠,"1,430",0.00%,48649,69,"갤럭시아에스엠
												21년9월 갤럭시아메타버스와 NFT(Non Fungible Token) 사업 관련 업무 협약을 체결했다는 점이 시장에서 부각. 갤럭시아메타버스는 큐레이션 기반 NFT(대체 불가능 토큰) 플랫폼 '메타갤럭시아'를 오픈했으며, NFT·STO 등 블록체인 기반 사업을 주력으로 전개중."
2026-06-16,NFT(대체불가토큰),아톤,"5,400",0.00%,164393,890,"아톤
												21년9월 디지털자산 시장 진출을 위해 NH농협은행, 헥슬란트, 갤럭시아머니트리, 한국정보통신과 함께 합작법인 '카르도'에 전략적 투자를 진행한 점이 시장에서 부각. 합작법인 카르도를 중심으로 커스터디, NFT, STO연계 및 디지털자산 결제 관련 비즈니스 등을 본격 추진할 계획. 24년7월 '카르도'는 한국디지털자산수탁(KDAC)으로 흡수합병."
2026-06-16,NFT(대체불가토큰),다날,"5,390",0.00%,608065,3307,"다날
												종속회사 다날핀테크, 자체 발행한 암호화폐 페이코인(PCI)으로 블록체인 서비스 플랫폼인 플레이댑이 제공하는 다양한 서비스의 NFT를 구매하는 결제서비스 오픈. 아울러 메타버스 및 디지털 아트 연계 NFT 플랫폼 출시 예정."
2026-06-16,NFT(대체불가토큰),컴투스홀딩스,"14,290",-0.14%,6322,90,"컴투스홀딩스
												가상자산 거래소 코인원 지분 38.4% 확보(사업보고서(25년12월)). K-콘텐츠 기반의 NFT 거래소 및 NFT 게임 출시를 통한 NFT 게임 생태계를 구축할 전망이라는 점이 시장에서 부각."
2026-06-16,NFT(대체불가토큰),카카오게임즈,"9,110",-0.22%,249117,2273,"카카오게임즈
												자회사 메타보라(구 프렌즈게임즈)를 통해 '크립토드래곤' 게임 내 아이템을 거래 및 교환이 가능한 NFT로 발급 이력 보유."
2026-06-16,NFT(대체불가토큰),위메이드,"18,020",-0.66%,156176,2852,"위메이드
												NFT를 거래할 수 있는 블록체인 게임 플랫폼 '위믹스 플레이'를 글로벌 시장에 론칭. 2024년3월12일 신작 블록체인 게임 '나이트크로우 글로벌'이 글로벌 170여개 국가에 정식 출시. 멀티 토크노믹스 구조와 NFT 등 다양한 블록체인 요소들이 접목된 '나이트크로우 글로벌'은 출시 이후 론칭 3일만에 매출 1,000만 달러를 돌파."
2026-06-16,NFT(대체불가토큰),에이스토리,"3,025",-0.66%,39460,121,"에이스토리
												자회사 에이아이엠씨, 두나무와 NFT사업협력 계약 체결을 통한 NFT 사업 진출. 2022년에 방영된 드라마 의 웹툰 제작, 굿즈 및 NFT 판매 등 다양한 부가사업으로 수익을 창출."
2026-06-16,NFT(대체불가토큰),컴퍼니케이,"7,220",-0.69%,108374,796,"컴퍼니케이
												바이낸스와 국내 최초로 NFT 계약을 체결한 에이펀인터렉티브에 투자한 점이 시장에서 부각."
2026-06-16,NFT(대체불가토큰),카카오,"40,450",-0.74%,1427296,58067,"카카오
												블록체인 자회사 그라운드X가 클레이튼(KLAYTN) 블록체인 플랫폼에 대한 기술 개발 및 유지보수, 사업 개발과 생태계 활성화 등을 수행하고, 암호화폐(KLAY)를 수취. 클레이튼을 기반으로 NFT(대체불가 토큰) 생태계 활성화에 주력. 21년5월 누구나 손쉽게 NFT를 발행할 수 있는 서비스 크래프터스페이스를 출시했고, 세계 최대 NFT 장터인 오픈씨(OpenSea)에서 거래할 수 있는 구조를 구축."
2026-06-16,NFT(대체불가토큰),빌리언스,983,-0.81%,68509,66,"빌리언스
												국내최초 가상자산거래소 코빗(Korbit)의 플랫폼에서 KOVO(한국배구연맹)의 NFT 및 그라운드 X 플랫폼 ""클립 드롭스"" 에서 K LEAGUE IP를 활용한 NFT 판매 이력 보유."
2026-06-16,NFT(대체불가토큰),엠게임,"4,330",-1.37%,59000,255,"엠게임
												20년9월 그라운드X의 클레이튼 플랫폼(NFT)을 기반으로 삼본전자의 자회사 하루엔터테인먼트와 공동 개발한 블록체인게임 '프린세스메이커 for Klaytn'를 테스트 출시한 바 있음. 인터체인 NFT 플랫폼 하바(HAVAH)에 전략적 투자 이력 보유."
2026-06-16,NFT(대체불가토큰),초록뱀미디어,"4,070",-2.16%,33190,137,"초록뱀미디어
												21년9월 아레나캐스트와 블록체인 기술인 대체불가능토큰(NFT) 기술을 접목해 유통할 수 있는 마켓 플레이스 구현 등 사업협력 강화를 위한 업무협약을 체결."
2026-06-16,NFT(대체불가토큰),NAVER,"242,000",-2.42%,2478046,617536,"NAVER
												계열회사 네이버제트, 메타버스 플랫폼 '제페토'에 NFT로 거래하는 시스템을 도입했으며, 더 샌드박스와 협업해 NFT 출시. 라인의 자회사 라인넥스트가 NFT 플랫폼과 라인 블록체인 관련 서비스 개발을 총괄중."
2026-06-16,NFT(대체불가토큰),FSN,"1,364",-2.43%,68452,93,"FSN
												태국의 카카오페이지라 불리는 1위 콘텐츠 플랫폼 ‘욱비(Ookbee)의 콘텐츠 IP를 통해 NFT 콘텐츠와 제반 기술을 보유중. 관계사 식스네트워크가 클레이튼 거버넌스 카운슬 참여사로서 각종 보안성 검증을 마친 디파이 플랫폼 ‘디피닉스’를 통해 향후 디파이 사업과 NFT 사업간 시너지도 극대화할 예정. 21년11월 일본 컴시드와 P2E 및 NFT 사업 파트너십 MOU 체결."
2026-06-16,수산,사조대림,"27,000",+1.69%,7762,206,"사조대림
												사조그룹 계열사로 식품사업부문(어묵, 맛살 등 연육제품, 식용유, 고급유 등 식용유지 제조 및 판매, 참치캔 및 햄, 소시지 등 판매), 축산사업부문(양돈, 가금), 수산사업부문(참치, 명태, 대구 등), 급식사업부문으로 구분."
2026-06-16,수산,신라에스지,"3,100",+1.14%,12376,38,"신라에스지
												어육소시지 등의 가공식품 제조업 및 수산물 가공/유통, 축육(우육, 돈육 등) 도/소매업 영위 업체. 어육소시지(맥스봉)는 CJ제일제당에 OEM방식으로 납품."
2026-06-16,수산,한성기업,"4,590",0.00%,5858,26,"한성기업
												원양어업 및 수산물 가공업체. 원양어업을 통한 어획물(명태, 참치 등)을 국내 공급 및 수출하는 해외사업과 수산 및 육가공 식품을 제조, 판매하는 식품사업을 영위. 주요생산품은 어육연제품인 한성게맛살과 크래미, 이게조아, 몬스터크랩, 맛있는 국탕용 어묵, 냉동식품인 프리미엄해물경단, 육가공식품인 캠프렌즈, 고미트 그리고 한성젓갈인 한끼애 오징어젓갈, 속초식 명태초무침 등."
2026-06-16,수산,신라교역,"9,110",0.00%,4662,42,"신라교역
												원양어업(횟감용 참치, 가공용 참치 등) 및 수산물유통사업, 철강사업(스테인레스 등) 등을 주요사업으로 영위하는 업체. 원양어업부문은 횟감용참치를 어획하는 참치연승어업과 통조림용 참치를 어획하는 참치선망어업으로 구성."
2026-06-16,수산,동원수산,"6,070",0.00%,12739,76,"동원수산
												원양어업을 통한 어획물, 수산물 판매 전문업체. 수산사업(트롤 및 참치연승), 수산물유통(수산물 외), 곡물제조업외(빵가루, 냉동냉장료,임대료 외) 사업을 영위."
2026-06-16,수산,동원산업,"34,350",-0.15%,58188,2010,"동원산업
												수산사업(참치선망선, 참치연승선, 트롤선 등 원양어업), 유통사업(참치유통 등) 등을 영위."
2026-06-16,수산,CJ씨푸드,"2,110",-0.24%,73372,155,"CJ씨푸드
												CJ그룹 계열의 수산물 가공식품 전문업체. 어묵, 맛살, 유부, 김 등을 생산 판매하는 식품사업을 영위중."
2026-06-16,수산,사조산업,"43,950",-1.01%,2426,105,"사조산업
												사조그룹 계열사로 당사 및 연결실체를 통해 원양어업(참치, 대구 등), 식품제조(수산물캔, 장류, 수산물 가공, 김 등), 축산(생돈 등)사업 등을 영위하는 업체."
2026-06-16,수산,사조오양,"8,030",-1.23%,11850,95,"사조오양
												사조그룹 계열사로 수산(참치,명태 등 수산물 어획 및 판매), 식품제조(맛살, 어묵, 햄, 소시지 등 식품가공) 사업 등을 영위하는 업체."
2026-06-16,수산,사조씨푸드,"7,210",-1.23%,9702,69,"사조씨푸드
												사조그룹 계열의 횟감용 참치 가공 및 유통업체. 수산물 가공유통 사업(횟감용 참치), 식품사업(김) 등을 영위. 주요 수출국은 일본이며 점차 시장이 커지고 있는 유럽, 동남아, 미국 등 다양한 해외시장 진출을 통해 수출 확대를 추진. 수산물가공유통사업부문에서 과반 이상의 매출액을 차지."
2026-06-16,제지,한창제지,"2,470",+5.11%,48780,117,"한창제지
												산업포장재인 백판지와 고급특수판지를 생산, 판매하는 업체."
2026-06-16,제지,무림페이퍼,"1,577",+3.07%,418034,662,"무림페이퍼
												무림그룹 계열의 아트지 전문 생산업체. 아트지(잡지, 카탈로그, 캘린더, 브로셔, 팜플렛, 상품라벨, 쇼핑백 등에 사용), 백상지(도서, 노트, 다이어리 등에 사용) 등의 인쇄용지를 전문적으로 생산/판매."
2026-06-16,제지,아세아제지,"8,270",+1.85%,86828,712,"아세아제지
												골판지원지 등 산업용지 제조/판매 사업을 영위. 골판지원지 중에서도 수입펄프와 수입고지에 밀접한 관련이 있는 표면지를 주로 생산."
2026-06-16,제지,무림P&P,"1,850",+0.76%,80503,149,"무림P&P
												무림그룹 계열의 국내 유일 표백화학펄프 생산업체. 11년3월 펄프-제지 일관화공장을 완공하고 아트지, 백상지 등 인쇄용지 생산/판매 사업 영위."
2026-06-16,제지,무림SP,"1,194",+0.59%,47411,57,"무림SP
												무림그룹 계열의 백상지, C.C.P(Cast Coated Paper)지, 아트지, 기타 특수지 등의 인쇄용지 전문 생산업체. 특히 카탈로그, 화장품 케이스 등에 사용되는 C.C.P지의 시장점유율이 높음."
2026-06-16,제지,한국수출포장,"2,555",+0.20%,69745,177,"한국수출포장
												골판지 상자 및 골판지 원단, 골판지 원지 제조/판매업체."
2026-06-16,제지,한국제지,614,-0.16%,31242,19,"한국제지
												인쇄용지사업부문은 백상지, 아트지, 복사지, 특수지 등의 지류 제조 및 판매중. 판지사업부문은 제과, 제약, 화장품 등의 포장재로 사용되는 SC마닐라, 아이보리 등의 범용 백판지를 주력으로 생산, 판매중."
2026-06-16,제지,해성산업,"6,300",-0.16%,9317,59,"해성산업
												해성그룹 계열의 건물관리 업체. 20년7월 백상지, 아트지, 복사지, 특수지 등의 인쇄용지 제조 및 판매 등을 주요사업으로 영위하는 한국제지를 합병한 뒤 11월 지류 제조 및 판매 등 제지사업부문으로 물적분할하여 분할 신설회사 한국제지를 설립."
2026-06-16,제지,국일제지,"3,815",-0.39%,195662,742,"국일제지
												각종 지류 제조 및 판매사업 영위 업체. 산업용 지류 중 특수지에 해당하는 박엽지를 주력 제품으로 제조중."
2026-06-16,제지,한솔제지,"6,900",-0.43%,150970,1052,"한솔제지
												인쇄용지 및 백판지 생산업체. 인쇄용지(백상지, 아트지, 정보용지), 산업용지(백판지, 식품용 포장재), 특수지(감열/감압지, 팬시지, 기능지, 잉크젯용지, 라벨지) 등의 사업을 영위."
2026-06-16,제지,깨끗한나라,"1,579",-0.44%,48166,75,"깨끗한나라
												포장재로 사용되는 백판지 등을 제조/판매하는 제지사업 등을 영위하는 업체."
2026-06-16,제지,삼정펄프,"26,000",-1.14%,2243,58,"삼정펄프
												화장지 원지 및 두루마리, 티슈 등의 위생용지 원단 및 완제품 생산/판매 업체."
2026-06-16,제지,신풍,909,-1.30%,114946,103,"신풍
												지류 유통 판매업을 주된 사업으로 영위중."
2026-06-16,제지,페이퍼코리아,"2,290",-9.13%,33353,79,"페이퍼코리아
												신문용지 및 산업용지 전문 생산업체. 주요 매출처는 조선일보, 동아일보, 매일경제 등임."
2026-06-16,증강현실(AR),비트맥스,"1,924",+16.54%,746429,1497,"비트맥스
												AR(증강현실) 전문업체. 비트코인, 이더리움 등의 가상자산 관련 사업과 AR 애플리케이션 개발 도구를 제공하는 AR 개발 플랫폼, 현실 공간 기반의 디지털트윈 플랫폼, 직관적이고 편리한 업무 협업을 위한 산업용 AR  솔루션 관련 사업을 영위. AR 핵심기술을 개발, 이를 통합적으로 제공하는 AR 개발 플랫폼  비트맥스 AR SDK(Software Development Kit)를 2012년 첫 상용화했으며, 비트맥스 AR SDK는 현재 140여 개국, 10,000여 개의 개발사가 사용중."
2026-06-16,증강현실(AR),이노시뮬레이션,"3,095",+5.99%,12799,39,"이노시뮬레이션
												국방 가상훈련시스템을 공급하는 디지털 트윈 기반의 XR 솔루션 업체. 방위산업 특화 XR 가상훈련 시스템을 중심으로, 국방 가상훈련 시뮬레이터, 스마트 모빌리티 시뮬레이터, Physical AI 시뮬레이션 플랫폼,VILS(Vehicle-in-the-Loop Simulation) 실차 검증 기술을 핵심 사업으로 추진중."
2026-06-16,증강현실(AR),동운아나텍,"37,850",+2.30%,71704,2687,"동운아나텍
												AR/VR 등 다양한 산업에 적용 가능한 ToF Driver IC 개발. 햅틱 IC 기술로 XR 시장 진출 본격화하고 있으며, 유기발광다이오드(OLED) 디스플레이에서 가상의 청감과 촉각을 구현하는 햅틱 액추에이터 기술을 개발중."
2026-06-16,증강현실(AR),덱스터,"1,488",+0.74%,26009,38,"덱스터
												독보적인 VFX(시각특수효과) 기술력을 근간으로, 콘텐츠 기획부터 제작, 음향 설계, 후반 작업 전반을 수직 계열화한 원스톱 올인원(All-in-one) 시스템을 구축한 종합 콘텐츠 기업. 종속회사들을 통하여 영화, 드라마의 음향 제작 및 음향 설계 컨설팅을 제공하고 있으며, 영화와 드라마의 콘텐츠 기획 및 제작을 진행. 실감콘텐츠본부 및 실감미디어본부 사업부문을 통해 VR/AR, XR과 실감 콘텐츠, 테마파크 등 뉴미디어 영상을 기획, 제작."
2026-06-16,증강현실(AR),가온그룹,"5,900",+0.68%,306579,1810,"가온그룹
												20년9월 과학기술정보통신부 추진 국책과제인 XR플래그십 프로젝트에 선정되어 경찰 복합테러 대응 교육/훈련을 위한 XR(확장현실) 디바이스를 개발했으며, 21년10월 종속회사 가온로보틱스를 통해 AR(증강현실) 글래스를 출시."
2026-06-16,증강현실(AR),신도기연,"1,886",+0.21%,17623,33,"신도기연
												합착기 및 탈포기 등의 디스플레이 장비(OLED, 폴더블, 마이크로LED 등) 제조, 판매업체. OLED(평면, 곡면디스플레이), 폴더블, 마이크로LED 등의 제조에 필요한 합착기, 탈포기 등을 국내외 기업에 공급중임. 마이크로LED는 VR(가상현실)·AR(증강현실) 등 메타버스 구현을 위한 '안경형 디바이스'에 적용할 최적의 디스플레이로 평가 받고 있음."
2026-06-16,증강현실(AR),NC,"261,000",-0.19%,108095,28373,"NC
												18년3월 VR 게임인 '블레이드앤소울 테이블 아레나'를 美 샌프란시스코에서 열린 게임 개발자컨퍼런스(GDC)에서 공개."
2026-06-16,증강현실(AR),라온텍,"5,470",-0.55%,341471,1895,"라온텍
												AR/VR/MR(XR) 용 스마트안경, 차량용 HUD, 광통신 장비 등에 사용되는 마이크로 디스플레이 및 SoC 반도체 설계/제조 반도체 전문 기업. 주력 제품인 마이크로디스플레이의 경우 현재 AR/VR/MR (XR) 용 스마트 안경, 자동차HUD, 프로젝터, 광통신과 같은 완제품에 탑재. 컨트롤러칩 또한 마이크로디스플레이 패널과 함께 XR 스마트 안경 및 프로젝터에 탑재."
2026-06-16,증강현실(AR),나무가,"16,160",-1.10%,50972,833,"나무가
												카메라 모듈 생산 업체. 주요 생산 제품은 스마트폰 및 태블릿에 적용되는 카메라 모듈과 3D 깊이 인식 센싱 모듈 등이며, 카메라 모듈은 글로벌 IT 기업의 스마트폰, 태블릿, 노트북 등에 채용. 증강 현실과 가상 현실을 위한 차세대 3D 비전 솔루션 및 제품을 공급."
2026-06-16,증강현실(AR),이랜텍,"8,860",-1.12%,137341,1220,"이랜텍
												증강현실(AR)과 가상현실(VR)을 구현해 낸 스마트글래스 시제품 개발 경험 보유."
2026-06-16,증강현실(AR),위지윅스튜디오,300,-1.32%,343434,103,"위지윅스튜디오
												VFX 및 뉴미디어사업(CG/VFX 및 VR, AR 등 가상화 영상기술 서비스) 사업을 영위중."
2026-06-16,증강현실(AR),엠게임,"4,330",-1.37%,59000,255,"엠게임
												AR 및 VR을 비롯한 모바일게임 등을 개발중. 증강현실(AR)과 위치기반 서비스(LBS)를 접목시킨 AR 모바일게임 캐치몬 출시 이력 보유."
2026-06-16,증강현실(AR),팅크웨어,"7,050",-1.67%,13052,92,"팅크웨어
												국내 최초로 전국 800만개 동의 건물에 대한 항공 모델링 데이터와 300만장의 항공사진을 접목한 실사 항공 3D 지도를 출시하고 증강현실(AR) 및 첨단운전자보조시스템(ADAS) 등 최첨단 기술을 개발."
2026-06-16,증강현실(AR),포니링크,"2,580",-1.71%,99255,256,"포니링크
												증강현실 서비스를 지원하는 시스템에서 영상정합을 위한 장치 및 방법, 가상 객체를 이용한 증강현실 콘텐츠 제공 방법 및 이를 위한 장치 관련 특허 보유."
2026-06-16,증강현실(AR),디모아,"2,675",-1.83%,7811,21,"디모아
												4차산업 관련 솔루션 시장인 사물인터넷(IoT)·증강현실(AR) 분야로 사업을 확장하기 위하여, 전세계 IoT 솔루션 시장을 선두하고 있는 PTC와 2018년5월 국내 총판계약을 체결."
2026-06-16,증강현실(AR),텔레칩스,"13,190",-1.93%,154216,2084,"텔레칩스
												3D Digital Multimedia Processor 개발 및 GPS 수신칩 생산기술 보유. 모바일 TV 수신칩, 블루투스, WiFi, GPS 등 셋톱박스 및 차량에 사용되는 Connectivity 모듈을 개발 및 판매."
2026-06-16,증강현실(AR),세코닉스,"4,310",-2.27%,92540,400,"세코닉스
												광학 전문 기업으로서 주요 고객사의 VR 제품에 광학용 렌즈를 2015년부터 납품을 진행하였으며 AR 제품으로는 Smart Glass에 적용되는 Near Eye Projector를 PICO 프로젝터로 개발하여 신규 고객사에 2017년말 부터 납품이 시작."
2026-06-16,증강현실(AR),에스넷,"3,260",-2.69%,104160,343,"에스넷
												투자사 쓰리디팩토리가 삼성전자 등에 VR 및 AR 관련 콘텐츠와 시스템을 공급."
2026-06-16,증강현실(AR),케이쓰리아이,"2,595",-3.53%,17622,46,"케이쓰리아이
												XR(확장현실) 서비스 구축 전문업체. AR(가상현실), VR(증강현실), MR(혼합현실) 및 실감형 인터렉티브 콘텐츠 제작 사업을 주사업으로 영위. 국내 최초로 증강현실 엔진(MovAR SDK)과 저작도구(MovAR Studio) 기술을 개발하고, 다양한 XR 서비스 개발에 보편적으로 적용할 수 있는 XR 미들웨어 솔루션(Universe XR Framework)을 개발."
2026-06-16,증강현실(AR),사피엔반도체,"35,000",-3.58%,82032,2957,"사피엔반도체
												초대형/대형 디스플레이 패널 구동 반도체 칩셋(Chipset)과 AR/MR 기기에 적합한 초소형 디스플레이 엔진용 Micro-LED 구동 CMOS(Complementary Metal-Oxide-Semiconductor Field Effect Transistor) Backplane 제품을 주요 제품으로 확보. 24년8월 美 CA BigTech company와 초소형 AI·AR 스마트 안경에 탑재되는 레도스(LEDoS) DDI 공동개발·공급 계약 체결."
2026-06-16,증강현실(AR),버넥트,"2,510",-4.02%,40573,102,"버넥트
												XR 솔루션 전문업체. 자체 개발한 컴퓨터 비전(Computer Vision) 기반의 증강현실(AR) 기술을 바탕으로 확장현실(XR) 솔루션을 개발. 주요 제품으로는 산업용 XR 솔루션으로 VIRNECT Remote(원격 현장관리XR 솔루션), VIRNECT Make(디지털 정보 제작XR 솔루션), VIRNECT View(디지털 정보 시각화XR 솔루션), VIRNECT Twin(3차원 디지털트윈 솔루션) 등이 있음."
